IPID,TTL,SRCIP,DSTIP,SPORT,DPORT,TSEQ,WINDS
24456,52,1927431556,3390658148,38439,2323,2200260320,4380
51149,52,1927431556,3390658148,38440,2323,2201999013,4380
15265,51,3000870014,3390657870,57824,2323,765098730,14600
36529,52,1906483413,3390658472,60466,2323,3624672288,14600
38657,52,246765305,3390657829,49031,2323,1197152719,14600
64698,54,3151376320,3390658015,44760,2323,385796958,14600
61807,50,1354263763,3390658442,33461,2323,2765729206,14600
26779,55,1336218156,3390658526,3512,2323,3992108899,5840
25832,55,2945446857,3390658166,37675,2323,1233329320,14600
15266,51,3000870014,3390657870,57824,2323,765098730,14600
30171,46,786525454,3390658492,43859,2323,3194685984,14600
58152,48,1594481389,3390656887,43626,2323,2265552086,5808
56585,56,1598347532,3390658469,59374,2323,2256257476,5840
49019,51,1974551578,3390658457,47994,2323,170384940,5808
42282,51,247397636,3390656854,34646,2323,379992663,14600
9218,52,3699719038,3390658533,48021,2323,1777537454,14520
27392,47,1432581521,3390657937,34755,2323,4115811203,14600
49804,42,1306336186,3390658376,4555,2323,942600036,5840
63433,52,3075579205,3390658168,38275,2323,10037736,14600
35150,52,998128505,3390657522,40508,2323,2377784287,14520
38060,52,462943415,3390656826,15357,2323,3909608669,14600
17213,47,2955608456,3390658557,32788,2323,1517195247,14600
59257,52,712132366,3390656864,37223,2323,1131946854,14600
9662,52,1907165372,3390657460,34368,2323,2196018750,14600
59258,52,712132366,3390656864,37223,2323,1131946854,14600
32375,46,2264499387,3390657814,58895,2323,3019799019,14600
64842,53,3701629685,3390657894,41272,2323,249121431,4380
56303,49,3204035308,3390657417,54022,2323,944646924,14600
25727,51,246393067,3390656759,37527,2323,4228479496,14600
25912,52,3147180473,3390656927,44423,2323,1493839726,14600
5754,50,1451218274,3390657314,52773,2323,1645385620,14600
39250,49,1318076259,3390657837,50916,2323,3917093427,14600
49513,48,1740864801,3390657990,55956,2323,2205245792,14600
20032,51,1953059660,3390657990,44364,2323,1036399930,14600
9262,49,3695562921,3390658258,51421,2323,2327067536,5840
42039,47,1432908406,3390658279,37193,2323,1950789893,14600
60944,52,2458345687,3390656997,37576,2323,887168807,14600
21965,49,3375540197,3390657293,48738,2323,3347856797,4380
2696,52,3699184085,3390657476,34696,2323,2416166891,14600
31165,50,2343217540,3390657499,42745,2323,480467138,5808
